0.0,0.453548997641,1.4156037569,0.14689021
0.0,0.0507996380329,1.73595356941,0.13631894
0.0,0.0245594959706,1.40918636322,0.13536653
0.0,-0.406359314919,1.73907721043,0.08154677
0.0,-0.329923599958,1.54326617718,0.07890433
0.0,-0.600749194622,1.50608336926,0.06278119
0.0,-0.716766893864,1.59969651699,0.05007882
0.0,-0.494434058666,1.60480451584,0.04657321
0.0,-0.348284929991,1.41735374928,0.03865321
0.0,-0.810315489769,1.50478100777,0.03827654
0.0,-0.979983448982,1.60467255116,0.03075643
0.0,-0.792673826218,1.4386472702,0.02078655
0.0,-0.851812183857,1.3940089941,0.01678443
0.0,-1.28274035454,1.61001288891,0.01380662
0.0,-1.07801425457,1.44105386734,0.00467412
0.0,-1.13254892826,1.39263415337,0.00287543
0.0,-1.55885064602,1.60734117031,0.00265781
0.0,-1.56996059418,1.61550962925,0.00000321
0.0,-1.5980,1.6425,0.000002
0.0,-1.61093,1.7,0.000001
